file_name,subset,content_type,width,height,resolution,quality,aspect_ratio,image_mode,format,source_tag,competition,region,split
Screenshot_2026-03-07-02-33-06-87_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,test
Screenshot_2026-03-07-02-33-08-51_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-10-90_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-14-32_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-17-98_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,test
Screenshot_2026-03-07-02-33-20-11_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-31-52_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-33-34-24_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-51-71_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-33-54-55_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-02-01_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-06-91_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-11-49_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-34-28-98_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-31-75_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-33-79_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-37-99_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-34-47-70_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-03-38_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-05-42_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-28-36_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-36-06_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-38-30_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-35-42-12_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-24-86_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-49-14_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-50-80_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-51-94_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-36-53-29_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-54-54_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-55-65_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-57-16_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-36-59-61_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-37-03-30_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-37-21-37_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-37-36-66_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,test
Screenshot_2026-03-07-02-38-23-99_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-38-29-53_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-38-32-58_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-38-35-56_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-14-16_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-39-17-60_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-19-64_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-21-38_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-25-02_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,test
Screenshot_2026-03-07-02-39-26-74_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-47-75_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-50-98_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-53-72_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-39-55-63_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-40-19-11_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-40-28-69_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-40-30-37_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-40-31-70_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-41-15-04_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-20-15_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-21-78_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-31-23_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-32-77_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-33-88_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-35-66_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-37-84_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-39-06_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-41-41-44_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-42-34-48_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-42-52-88_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-42-56-37_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-43-07-16_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-43-08-33_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,validation
Screenshot_2026-03-07-02-43-41-16_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-43-45-98_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
Screenshot_2026-03-07-02-43-47-30_1a3470fdad2c876838d52025d6e8e357.jpg,games,synthetic,2412,1080,2412x1080,Full HD,2.233,RGB,JPEG,real_cricket,Synthetic (video game),In-game venues,train
